participant_id,domain,word_order,word,IRT,devnagri_word
92821,colours,15,Bhoora,6980.4,भूरा
94502,body-parts,1,सिर,32356.9,सिर
94502,body-parts,2,कान,5830.6,कान
94502,body-parts,3,मुँह,5117.5,मुँह
94502,body-parts,4,कंधा,5234.1,कंधा
94502,body-parts,5,घुटना,6797.5,घुटना
94502,animals,1,गाय,23362.5,गाय
94502,animals,2,घोड़ा,7567.8,घोड़ा
94502,animals,3,कुत्ता,6342.0,कुत्ता
94502,animals,4,बाघ,6537.5,बाघ
94502,animals,5,सियार,6739.9,सियार
94502,animals,6,नीलगाय,6494.4,नीलगाय
94502,foods,1,चावल,15884.0,चावल
94502,foods,2,बाजरा,6236.1,बाजरा
94502,foods,3,उड़द,6604.2,उड़द
94502,foods,4,राजमा,6557.4,राजमा
94502,foods,5,टमाटर,6308.0,टमाटर
94502,foods,6,बैंगन,6936.9,बैंगन
94502,foods,7,मूली,6677.2,मूली
95712,colours,1,लाल,8649.0,लाल
95712,colours,2,नीला,7806.0,नीला
95712,colours,3,पीला,7872.0,पीला
95712,colours,4,हरा,9607.0,हरा
95712,colours,5,भगवा,8012.0,भगवा
95712,colours,6,नीला,6640.0,नीला
95712,colours,7,गुलाबी,8142.0,गुलाबी
95712,foods,1,केला,9992.0,केला
95712,foods,2,पोहा,8169.0,पोहा
95712,foods,3,सेब,6410.0,सेब
95712,foods,4,डोसा,9644.0,डोसा
95712,foods,5,समोसा,7617.0,समोसा
95712,foods,6,कचोरी,8163.0,कचोरी
95712,foods,7,मोशाम्बी,9451.0,मोशाम्बी
95712,animals,1,कुत्ता,9246.0,कुत्ता
95712,animals,2,बिल्ली,7278.0,बिल्ली
95712,animals,3,सेर,6688.0,सेर
95712,animals,4,बाग़,11987.0,बाग़
95712,animals,5,बन्दर,17777.0,बन्दर
